severity,method,f1_mean,f1_std,precision_mean,precision_std,recall_mean,recall_std,balanced_accuracy_mean,balanced_accuracy_std,false_alert_rate_mean,false_alert_rate_std
0.2,Temporal Logistic Fusion,0.8652192010073325,0.045175518290299664,0.906608261585583,0.07932886343372718,0.8317475005619167,0.04408532294693486,0.8934474645757963,0.022488949150019723,0.044852571410324164,0.026954479255834586
0.2,Calibrated Logistic Fusion,0.8498317174057073,0.055792746102285844,0.8795747952787133,0.09717317506401707,0.828511114149847,0.04750853842971279,0.8836729188417906,0.024995344970476147,0.0611652764662662,0.03642278176956547
0.2,Camera Only,0.8455204946214936,0.05975217703399239,0.8875299639768649,0.10659756304096528,0.8149710976927391,0.04698712336878111,0.8798834506634442,0.026941774580097718,0.0552041963658508,0.04182760999837226
0.2,Temporal Extra Trees,0.8450722909546888,0.06288094500653245,0.8623278577805251,0.10371916451924323,0.8346757908643323,0.04381077471632218,0.8820256570072684,0.02915443038801639,0.07062447684979548,0.037941175799360745
0.2,Temporal HistGradientBoosting,0.8449559935867115,0.06106251238660821,0.8448950198842511,0.09993348532726899,0.8511812051314855,0.03989234865347053,0.8836692457559018,0.0269195853685659,0.08384271361968218,0.03571273763234338
0.2,Temporal Random Forest,0.8437075045813993,0.06415209022809785,0.8575027933991597,0.10680050947354197,0.8373156457773483,0.045616171687611194,0.8814808688386384,0.029255252908545082,0.07435390810007157,0.04042257642201168
0.2,Naive Independence,0.8435608283881655,0.053150548734085395,0.8332250828604145,0.08169050354717258,0.8581364980725574,0.041410452228273054,0.8820045502452889,0.02386530226088087,0.09412739758197973,0.026578595618093438
0.2,Max OR Fusion,0.8431680056776182,0.046911920442197205,0.8480472430119141,0.07466023964987008,0.8422614270049049,0.047838318934973104,0.8794470671681793,0.02486115416254817,0.08336729266854634,0.029984343677376873
0.2,Rule OR Tuned,0.8431680056776182,0.046911920442197205,0.8480472430119141,0.07466023964987008,0.8422614270049049,0.047838318934973104,0.8794470671681793,0.02486115416254817,0.08336729266854634,0.029984343677376873
0.2,Mean Late Fusion,0.8253032596387648,0.05331930326248799,0.7796939503034865,0.07919083873492527,0.8818405726057753,0.05096444718764992,0.8710436145347291,0.021202073777852937,0.13975334353631713,0.03338535852784867
0.2,Product Agreement Fusion,0.813602075477635,0.055644433645671995,0.8251975248154422,0.09199075419070658,0.8082539876143979,0.051100228669184816,0.8568739745630328,0.025278314060492146,0.09450603848833236,0.035502484316554735
0.2,Min Agreement Fusion,0.7861151981974084,0.05852568458931584,0.7953461035409439,0.10845828057510848,0.790879677922211,0.07230997271621344,0.8375662205360023,0.024530428853096014,0.11574723685020649,0.051347715748383
0.2,Rule AND Tuned,0.7629258600987102,0.06321070344048942,0.9168529010587816,0.052846081787924146,0.6599309622737748,0.09471476323961577,0.8128276836681364,0.03972280360481932,0.03427559493750194,0.0204974607325985
0.2,Accelerometer Only,0.7360966292425482,0.06144596383856293,0.7543729190429537,0.12134791036919164,0.7420101634937957,0.09390474559395383,0.7991434289677125,0.025489224213066347,0.14372330555837082,0.07926836854842044
0.4,Temporal Logistic Fusion,0.8721848447828613,0.04329675837366779,0.909259952656709,0.06683882399007439,0.8403490777996782,0.03985862924131258,0.8980817416249105,0.022286314224309624,0.04418559454985724,0.02081821234959576
0.4,Calibrated Logistic Fusion,0.8523811676437987,0.05500104647884659,0.8747992344013417,0.09108365255241092,0.8359966761075762,0.03909584242862789,0.8861523828121711,0.024517971041365626,0.06369191048323403,0.030231108432431573
0.4,Temporal HistGradientBoosting,0.845876738849498,0.06015946207491064,0.8499345152609632,0.10738844581601047,0.8499013748522259,0.0320321181564854,0.884315434465158,0.022432225407663455,0.08127050592190971,0.04289086024354923
0.4,Temporal Random Forest,0.8433401051852198,0.06560819472071733,0.8596206248636585,0.11046949668322925,0.8345097484512811,0.037650440315192456,0.8810467750677722,0.029202020893431265,0.07241619831573665,0.04245422325894392
0.4,Camera Only,0.8429832369383587,0.05845195833503412,0.883280252785007,0.09698146922139673,0.8126606640314609,0.053294063395493946,0.8774934215526511,0.028388431005252922,0.05767382092615878,0.03541549939344515
0.4,Max OR Fusion,0.8414466167586887,0.04759225861864714,0.8432491439975397,0.0695507489263896,0.8427357995795075,0.04822824549993484,0.8780972620168974,0.025675671790800287,0.08654127554571248,0.026510035596694445
0.4,Rule OR Tuned,0.8414466167586887,0.04759225861864714,0.8432491439975397,0.0695507489263896,0.8427357995795075,0.04822824549993484,0.8780972620168974,0.025675671790800287,0.08654127554571248,0.026510035596694445
0.4,Temporal Extra Trees,0.8411244537994019,0.06405358445639481,0.8641698179324676,0.11068388422922631,0.8268856892358034,0.04094057418839786,0.8787523273220501,0.02792075291171196,0.06938103459170335,0.04333741199571112
0.4,Naive Independence,0.8391567786625787,0.053902869021816596,0.8289755698824115,0.08222696745150807,0.8537619079691554,0.042529850070536925,0.8784379665483956,0.024397467096108984,0.0968859748723642,0.0273120386287067
0.4,Mean Late Fusion,0.8196614070343251,0.05437814076840417,0.7703613266291608,0.0912606282585905,0.8855741081803756,0.05224857602677923,0.8686013852631167,0.01951301576193855,0.1483713376541423,0.04011118563091473
0.4,Product Agreement Fusion,0.8078886390244145,0.05644232146153017,0.817042933454619,0.0930168942249884,0.8054687271098349,0.05385992361225691,0.8529243355607987,0.025725845109772764,0.09962005598823744,0.03524663268506381
0.4,Min Agreement Fusion,0.7819699808967135,0.058860819950563296,0.794460901195794,0.1119302804360765,0.7847555219130704,0.07230832039743113,0.8347118665871383,0.024328646901904494,0.11533178873879377,0.0524402095827913
